#GeneID	AssociatedGenes	RelatedGenes	ConceptID	DiseaseName	SourceName	SourceID	DiseaseMIM	LastUpdated
6103	RPGR		C2749137	Retinitis pigmentosa, X-linked, and sinorespiratory infections, with or without deafness	NCBI curation		300455	Feb 16 2016
6103	RPGR		C1845667	Retinitis pigmentosa 15	NCBI curation		300029	Feb 16 2016
6103	RPGR		C3151784	Macular degeneration, X-linked atrophic	NCBI curation		300834	Feb 16 2016
57096	RPGRIP1		C2750720	Cone-rod dystrophy 13	NCBI curation		608194	Feb 16 2016
57096	RPGRIP1		C1854260	Leber congenital amaurosis 6	NCBI curation		613826	Feb 16 2016
23322	RPGRIP1L		C1969052	Meckel syndrome, type 5	MONDO	MONDO:0012695	611561	May  9 2020
23322	RPGRIP1L		CN119610	Nephronophthisis 8	NCBI curation			Feb 16 2016
23322	RPGRIP1L		C1969053	Joubert syndrome 7	NCBI curation		611560	Feb 16 2016
23322	RPGRIP1L		C0431399	Joubert syndrome	OMIM phenotypic series	PS213300		Mar 28 2017
23322	RPGRIP1L		C1857662	Joubert syndrome with hepatic defect	MONDO	MONDO:0008996	216360	Apr 17 2020
22934	RPIA		C1291609	Deficiency of ribose-5-phosphate isomerase			608611	Feb 16 2016
6134	RPL10		C3275438	Autism, susceptibility to, X-linked 5	NCBI curation		300847	Feb 16 2016
6134	RPL10		C4478383	MENTAL RETARDATION, X-LINKED, SYNDROMIC, 35	OMIM	300998	300998	Jul  7 2017
6134	RPL10		C1510586	Autism spectrum disorder	MONDO	MONDO:0005258		Jul  6 2018
6135	RPL11		C2675512	Diamond-Blackfan anemia 7	NCBI curation		612562	Feb 16 2016
6137	RPL13		C5231478	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, ISIDOR-TOUTAIN TYPE	OMIM	618728	618728	Jan  8 2020
6138	RPL15		C3809888	Diamond-Blackfan anemia 12	NCBI curation		615550	Feb 16 2016
6141	RPL18		C5193020	Diamond-Blackfan anemia 18	NCBI curation		618310	Mar  8 2019
6144	RPL21		C4014563	Hypotrichosis 12	NCBI curation		615885	Feb 16 2016
6154	RPL26		C3554042	Diamond-Blackfan anemia 11	NCBI curation		614900	Feb 16 2016
6155	RPL27		C4479424	Diamond-Blackfan anemia 16	NCBI curation		617408	Jun 20 2017
11224	RPL35		C5193021	Diamond-Blackfan anemia 19	NCBI curation		618312	Mar  8 2019
6165	RPL35A		C2675859	Diamond-Blackfan anemia 5	NCBI curation		612528	Feb 16 2016
6125	RPL5		C2931850	Diamond-Blackfan anemia 6	NCBI curation		612561	Feb 25 2019
6204	RPS10		C2750081	Diamond-Blackfan anemia 9	NCBI curation		613308	Feb 16 2016
6208	RPS14		C0740302	Chromosome 5q deletion syndrome	MONDO	MONDO:0007925	153550	Apr 22 2020
6210	RPS15A		C5193022	Diamond-Blackfan anemia 20	NCBI curation		618313	Mar  8 2019
6218	RPS17		C2675860	Diamond-Blackfan anemia 4	NCBI curation		612527	Feb 16 2016
6223	RPS19		C2676137	Diamond-Blackfan anemia 1	NCBI curation		105650	Feb 16 2016
6228	RPS23		C4479431	MacInnes syndrome	NCBI curation		617412	Jun 20 2017
6229	RPS24		C1857719	Diamond-Blackfan anemia 3	MONDO	MONDO:0012529	610629	Feb 16 2016
6231	RPS26		C2750080	Diamond-Blackfan anemia 10	NCBI curation		613309	Feb 16 2016
6232	RPS27		C4479428	Diamond-Blackfan anemia 17	NCBI curation		617409	Jun 20 2017
6234	RPS28		C4225411	Diamond-Blackfan anemia 15 with mandibulofacial dysostosis	NCBI curation		606164	Aug 24 2016
6235	RPS29		C4014641	Diamond-Blackfan anemia 13	NCBI curation		615909	Feb 16 2016
140032	RPS4Y2		C1839071	Spermatogenic failure, Y-linked 2	NCBI curation		415000	Feb 16 2016
6197	RPS6KA3		C0265252	Coffin-Lowry syndrome			303600	Feb 16 2016
6197	RPS6KA3		C0796225	Mental retardation, X-linked 19	NCBI curation		300844	Feb 16 2016
6201	RPS7		C2675511	Diamond-Blackfan anemia 8	NCBI curation		612563	Feb 16 2016
3921	RPSA		C0685889	Asplenia, isolated congenital	NCBI curation		271400	Aug 24 2016
22800	RRAS2		C5231432	NOONAN SYNDROME 12	OMIM	618624	618624	Oct 17 2019
50484	RRM2B		C2751319	Autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions 5	NCBI curation		613077	Feb 16 2016
50484	RRM2B		C2749861	Mitochondrial DNA depletion syndrome, encephalomyopathic form, with renal tubulopathy	NCBI curation		612075	Feb 16 2016
6247	RS1		C3714753	Juvenile retinoschisis			312700	Feb 16 2016
89765	RSPH1		C3809634	Primary ciliary dyskinesia 24	NCBI curation		615481	Feb 16 2016
83861	RSPH3		C4225311	Ciliary dyskinesia, primary, 32	NCBI curation		616481	Feb 16 2016
345895	RSPH4A		C2675229	Ciliary dyskinesia, primary, 11	NCBI curation		612649	Feb 16 2016
221421	RSPH9		C2675228	Ciliary dyskinesia, primary, 12	NCBI curation		612650	Feb 16 2016
284654	RSPO1		C3149931	Palmoplantar hyperkeratosis with squamous cell carcinoma of skin and 46,XX sex reversal	NCBI curation		610644	Feb 16 2016
340419	RSPO2		C4747923	TETRAAMELIA SYNDROME 2	OMIM	618021	618021	Jun 24 2018
340419	RSPO2		C4747940	HUMEROFEMORAL HYPOPLASIA WITH RADIOTIBIAL RAY DEFICIENCY	OMIM	618022	618022	Jun 24 2018
343637	RSPO4		C3277900	Anonychia	Human Phenotype Ontology	HP:0001798	206800	Feb 16 2016
89970	RSPRY1		C4225232	Spondyloepimetaphyseal dysplasia, Faden-Alkuraya type	NCBI curation		616723	Feb 16 2016
51319	RSRC1		C5193077	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 70	OMIM	618402	618402	Apr 28 2019
51750	RTEL1		C3554656	Dyskeratosis congenita, autosomal recessive, 5	NCBI curation		615190	Feb 16 2016
51750	RTEL1		C4225346	Pulmonary fibrosis and/or bone marrow failure, telomere-related, 3	NCBI curation		616373	Aug 24 2016
6253	RTN2		C1858106	Hereditary spastic paraplegia 12	MONDO	MONDO:0011489	604805	Apr 17 2020
84816	RTN4IP1		C4225227	Optic atrophy 10 with or without ataxia, mental retardation, and seizures	NCBI curation		616732	Aug 24 2016
65078	RTN4R		C0036341	Schizophrenia	Human Phenotype Ontology	HP:0100753	181500	Feb 16 2016
25914	RTTN		C3553831	Microcephaly, short stature, and polymicrogyria with or without seizures	NCBI curation		614833	Aug 24 2016
9711	RUBCN		C3810326	Spinocerebellar ataxia, autosomal recessive 15	NCBI curation		615705	Feb 16 2016
861	RUNX1		C1832388	Familial platelet disorder with associated myeloid malignancy	NCBI curation		601399	Feb 16 2016
861	RUNX1		C0023467	Acute myeloid leukemia	Human Phenotype Ontology	HP:0004808	601626	Feb 16 2016
861	RUNX1		C0023467	Acute myeloid leukemia	Orphanet	ORPHA519	601626	Feb 16 2016
860	RUNX2		C0008928	Cleidocranial dysostosis			119600	Feb 16 2016
860	RUNX2		C3549874	Metaphyseal dysplasia with maxillary hypoplasia and brachydactyly	NCBI curation		156510	Feb 16 2016
9853	RUSC2		C4540424	Intellectual disability, autosomal recessive 61	MONDO	MONDO:0030915	617773	Apr 17 2020
10329	RXYLT1		C3554381	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 10	NCBI curation		615041	Aug 24 2016
6261	RYR1		C1850674	Minicore myopathy	Human Phenotype Ontology	HP:0003789	255320	Mar 19 2018
6261	RYR1		CN181199	Statin-induced myopathy	NCBI curation			Feb 16 2016
6261	RYR1		C0751951	Central core myopathy	MONDO	MONDO:0007294	117000	Apr 22 2020
6261	RYR1		C2930980	Malignant hyperthermia, susceptibility to, 1	NCBI curation		145600	Aug 24 2016
6261	RYR1		C0546264	Congenital myopathy with fiber type disproportion			255310	Feb 16 2016
6262	RYR2		C4053736	Catecholaminergic polymorphic ventricular tachycardia type 1	NCBI curation		604772	Oct 13 2017
6262	RYR2		C1832931	Arrhythmogenic right ventricular dysplasia, familial, 2	NCBI curation		600996	Aug  7 2016
9294	S1PR2		C1835854	Deafness, autosomal recessive 68	NCBI curation		610419	Feb 16 2016
26278	SACS		C1849140	Charlevoix-Saguenay spastic ataxia	MONDO	MONDO:0010041	270550	Apr 22 2020
6295	SAG		C3151061	Retinitis pigmentosa 47	NCBI curation		613758	Feb 16 2016
6295	SAG		C4551824	Oguchi's disease			258100	Feb 16 2016
6299	SALL1		C4551481	Townes-Brocks syndrome 1	NCBI curation		107480	Oct  9 2017
6297	SALL2		C4011974	Ocular coloboma, autosomal recessive	NCBI curation		216820	Feb 16 2016
57167	SALL4		C1327918	IVIC syndrome	MONDO	MONDO:0007836	147750	Feb 16 2016
57167	SALL4		C1623209	Duane-radial ray syndrome			607323	Feb 16 2016
401474	SAMD12		C1832841	Epilepsy, familial adult myoclonic, 1	NCBI curation		601068	Feb 16 2016
54809	SAMD9		C1864861	Tumoral calcinosis, familial, normophosphatemic	NCBI curation		610455	Feb 16 2016
54809	SAMD9		C4284088	Mirage syndrome	NCBI curation		617053	Aug 24 2016
219285	SAMD9L		C1327919	Ataxia-pancytopenia syndrome	MONDO	MONDO:0008038	159550	Apr 17 2020
25939	SAMHD1		C2749659	Aicardi Goutieres syndrome 5	NCBI curation		612952	Feb 16 2016
25939	SAMHD1		C3280721	Chilblain lupus 2	NCBI curation		614415	Feb 16 2016
51128	SAR1B		C0795956	Chylomicron retention disease	MONDO	MONDO:0009528	246700	Feb 16 2016
1757	SARDH		C0268563	Sarcosine dehydrogenase deficiency			268900	Feb 16 2016
6301	SARS1		C4540188	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ATAXIA, AND SEIZURES	OMIM	617709	617709	Oct 12 2017
54938	SARS2		C3151209	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis	NCBI curation		613845	Feb 16 2016
23328	SASH1		C2675711	Dyschromatosis universalis hereditaria 1	NCBI curation		127500	Feb 16 2016
23328	SASH1		CN258269	CANCER, ALOPECIA, PIGMENT DYSCRASIA, ONYCHODYSTROPHY, AND KERATODERMA	OMIM	618373	618373	Mar 31 2019
163786	SASS6		C4225338	Primary autosomal recessive microcephaly 14	NCBI curation		616402	Feb 16 2016
23314	SATB2		C2676739	Chromosome 2q32-q33 deletion syndrome	NCBI curation		612313	Feb 16 2016
51119	SBDS		C4692625	Shwachman-Diamond syndrome 1	NCBI curation		260400	Feb  6 2020
51119	SBDS		C0272170	Shwachman syndrome				Feb  6 2020
51119	SBDS		C0002874	Aplastic anemia	Human Phenotype Ontology	HP:0001915	609135	Feb 16 2016
6305	SBF1		C4082197	Charcot-Marie-Tooth disease type 4	NCBI curation			Jan 30 2019
6305	SBF1		C3695063	Charcot-Marie-Tooth disease, type 4B3	NCBI curation		615284	Feb 16 2016
81846	SBF2		C1858278	Charcot-Marie-Tooth disease, type 4B2	NCBI curation		604563	Feb 16 2016
6309	SC5D		C1846421	Lathosterolosis	NCBI curation		607330	Jun  4 2020
49855	SCAPER		C4748658	Intellectual developmental disorder and retinitis pigmentosa; IDDRP	MONDO	MONDO:0032594	618195	May 27 2020
949	SCARB1		C1853096	High density lipoprotein cholesterol level quantitative trait locus 6	NCBI curation		610762	Feb 16 2016
950	SCARB2		C0751779	Epilepsy, progressive myoclonic 4, with or without renal failure	NCBI curation		254900	Feb 16 2016
91179	SCARF2		C1833136	Van den Ende-Gupta syndrome	MONDO	MONDO:0010959	600920	Apr 22 2020
117156	SCGB3A2		C1869116	Asthma, susceptibility to	NCBI curation		600807	Feb 16 2016
6336	SCN10A		C3809893	Episodic pain syndrome, familial, 2	NCBI curation		615551	Feb 16 2016
11280	SCN11A		C3809882	Neuropathy, hereditary sensory and autonomic, type VII	NCBI curation		615548	Aug 13 2017
11280	SCN11A		C3809899	Episodic pain syndrome, familial, 3	NCBI curation		615552	Feb 16 2016
6323	SCN1A		C4551549	Severe myoclonic epilepsy in infancy	NCBI curation		607208	Feb 16 2016
6323	SCN1A		C1864987	Familial hemiplegic migraine type 3	NCBI curation		609634	Feb 16 2016
6323	SCN1A		C1858673	Generalized epilepsy with febrile seizures plus, type 2	NCBI curation		604403	Feb 16 2016
6324	SCN1B		C1858672	Generalized epilepsy with febrile seizures plus, type 1	NCBI curation		604233	Feb 16 2016
6324	SCN1B		C2748541	Brugada syndrome 5	NCBI curation		612838	Feb 16 2016
6324	SCN1B		C4479236	Epileptic encephalopathy, early infantile, 52	NCBI curation		617350	Jun 20 2017
6324	SCN1B		C3809311	Atrial fibrillation, familial, 13	NCBI curation		615377	Feb 16 2016
6326	SCN2A		C1843140	Benign familial neonatal-infantile seizures	NCBI curation		607745	Jan  5 2020
6326	SCN2A		CN120574	SCN2A-related generalized epilepsy with febrile seizures plus	NCBI curation			Feb 16 2016
6326	SCN2A		C3150987	Early infantile epileptic encephalopathy 11	NCBI curation		613721	Feb 16 2016
6326	SCN2A		CN230100	Episodic ataxia type 9	NCBI curation		618924	Jul 11 2020
6327	SCN2B		C3809312	Atrial fibrillation, familial, 14	NCBI curation		615378	Feb 16 2016
6328	SCN3A		C4693699	Early infantile epileptic encephalopathy 62	NCBI curation		617938	Apr 23 2018
6328	SCN3A		C4693694	Epilepsy, familial focal, with variable foci 4	NCBI curation		617935	Jan 11 2020
55800	SCN3B		C2751088	Brugada syndrome 7	NCBI curation		613120	Feb 16 2016
6329	SCN4A		C2931826	Potassium-aggravated myotonia	MONDO	MONDO:0018959	608390	Sep  4 2020
6329	SCN4A		CN074266	Hyperkalemic Periodic Paralysis Type 1	GeneReviews	NBK1496	170500	Feb 16 2016
6329	SCN4A		C0221055	Paramyotonia congenita of von Eulenburg	NCBI curation		168300	Feb 16 2016
6329	SCN4A		C2750061	Hypokalemic periodic paralysis, type 2	NCBI curation		613345	Feb 16 2016
6329	SCN4A		C3714580	Hypokalemic periodic paralysis 1	NCBI curation		170400	Feb 16 2016
6329	SCN4A		C3280112	Congenital myasthenic syndrome, acetazolamide-responsive	NCBI curation		614198	Feb 16 2016
6330	SCN4B		C2678484	Long QT syndrome 10	MONDO	MONDO:0012737	611819	Feb 16 2016
6331	SCN5A		C1879286	Progressive familial heart block, type 1A	MONDO	MONDO:0007240	113900	Apr 22 2020
6331	SCN5A		C1859062	Long QT syndrome 3	NCBI curation		603830	Oct 31 2016
6331	SCN5A		C3151464	Atrial fibrillation, familial, 10	NCBI curation		614022	Nov 11 2018
6331	SCN5A		C1837845	Sick sinus syndrome 1, autosomal recessive	NCBI curation		608567	Feb 16 2016
6331	SCN5A		C0038644	SUDDEN INFANT DEATH SYNDROME	OMIM	272120	272120	May 25 2016
6331	SCN5A		C1832680	Dilated cardiomyopathy 1E	NCBI curation		601154	May 26 2016
6331	SCN5A		C2751898	Paroxysmal familial ventricular fibrillation 1	NCBI curation		603829	Sep  5 2016
6331	SCN5A		C4551804	Brugada syndrome 1	NCBI curation		601144	May 25 2016
6334	SCN8A		C5193056	MYOCLONUS, FAMILIAL, 2	OMIM	618364	618364	Mar 23 2019
6334	SCN8A		C4310728	Seizures, benign familial infantile, 5	NCBI curation		617080	Aug 24 2016
6334	SCN8A		C3281191	Early infantile epileptic encephalopathy 13	NCBI curation		614558	Feb 16 2016
6334	SCN8A		C3280415	Cognitive impairment with or without cerebellar ataxia	NCBI curation		614306	Feb 16 2016
6335	SCN9A		C2752089	Hereditary sensory and autonomic neuropathy type IIA	NCBI curation		201300	Feb 16 2016
6335	SCN9A		C1833661	Paroxysmal extreme pain disorder	NCBI curation		167400	Feb 16 2016
6335	SCN9A		C0014805	Primary erythromelalgia			133020	Feb 16 2016
6335	SCN9A		C1855739	Indifference to pain, congenital, autosomal recessive	NCBI curation		243000	Feb 16 2016
6335	SCN9A		C2751778	Generalized epilepsy with febrile seizures plus, type 7	NCBI curation		613863	Feb 16 2016
6337	SCNN1A		C2751666	Bronchiectasis with or without elevated sweat chloride 2	NCBI curation		613021	Feb 16 2016
6337	SCNN1A		C4748292	LIDDLE SYNDROME 3	OMIM	618126	618126	Sep 19 2018
6337	SCNN1A		C1449843	Autosomal recessive pseudohypoaldosteronism type 1	MONDO	MONDO:0009917	264350	Apr 22 2020
6338	SCNN1B		C1449843	Autosomal recessive pseudohypoaldosteronism type 1	MONDO	MONDO:0009917	264350	Apr 22 2020
6338	SCNN1B		CN031472	Liddle syndrome 1	NCBI curation		177200	Jan 19 2020
6338	SCNN1B		C2749757	Bronchiectasis with or without elevated sweat chloride 1	NCBI curation		211400	Nov 20 2016
6340	SCNN1G		C4748251	LIDDLE SYNDROME 2	OMIM	618114	618114	Sep 14 2018
6340	SCNN1G		C1449843	Autosomal recessive pseudohypoaldosteronism type 1	MONDO	MONDO:0009917	264350	Apr 22 2020
6340	SCNN1G		C2751324	Bronchiectasis with or without elevated sweat chloride 3	NCBI curation		613071	Feb 16 2016
6341	SCO1		C0268237	Mitochondrial complex IV deficiency	NCBI curation		220110	Apr  4 2020
9997	SCO2		C1858424	Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency	NCBI curation		604377	Feb 16 2016
9997	SCO2		C1837148	Myopia 6	NCBI curation		608908	Aug  1 2020
6342	SCP2		C3150990	Leukoencephalopathy with dystonia and motor neuropathy	NCBI curation		613724	Feb 16 2016
57410	SCYL1		C4225236	Spinocerebellar ataxia, autosomal recessive 21	NCBI curation		616719	Feb 16 2016
55681	SCYL2		C5231494	ARTHROGRYPOSIS MULTIPLEX CONGENITA 4, NEUROGENIC, WITH AGENESIS OF THE CORPUS CALLOSUM	OMIM	618766	618766	Aug  1 2020
9672	SDC3		C0028754	Obesity	NCBI curation		601665	Feb 16 2016
10806	SDCCAG8		C0752166	Bardet-Biedl syndrome	OMIM phenotypic series	PS209900		Feb 16 2016
10806	SDCCAG8		C3150877	Senior-Loken syndrome 7	NCBI curation		613615	Feb 16 2016
10806	SDCCAG8		C3889474	Bardet-Biedl syndrome 16	NCBI curation		615993	Feb 16 2016
6389	SDHA		C3279992	Paragangliomas 5	NCBI curation		614165	Feb 16 2016
6389	SDHA		C3150898	Dilated cardiomyopathy 1GG	NCBI curation		613642	Feb 16 2016
6389	SDHA		C0023264	Leigh syndrome	Orphanet	ORPHA506	256000	Feb 16 2016
6389	SDHA		C1855008	Mitochondrial complex II deficiency	MONDO	MONDO:0009641	252011	Feb 16 2016
644096	SDHAF1		C1855008	Mitochondrial complex II deficiency	MONDO	MONDO:0009641	252011	Feb 16 2016
54949	SDHAF2		C1866552	Paragangliomas 2	NCBI curation		601650	Feb 16 2016
6390	SDHB		C0031511	Pheochromocytoma	Human Phenotype Ontology	HP:0002666	171300	Feb 16 2016
6390	SDHB		C1861848	Paragangliomas 4	MONDO	MONDO:0007273	115310	Feb 16 2016
6390	SDHB		C0238198	Gastrointestinal stromal tumor	Human Phenotype Ontology	HP:0100723	606764	Apr 17 2020
6390	SDHB		C0238198	Gastrointestinal stromal tumor	MONDO	MONDO:0011719	606764	Apr 17 2020
6390	SDHB		C1847319	Carney-Stratakis syndrome	MONDO	MONDO:0011740	606864	Apr 17 2020
6391	SDHC		C1847319	Carney-Stratakis syndrome	MONDO	MONDO:0011740	606864	Apr 17 2020
6391	SDHC		C1854336	Paragangliomas 3	MONDO	MONDO:0011544	605373	Feb 16 2016
6391	SDHC		C0238198	Gastrointestinal stromal tumor	Human Phenotype Ontology	HP:0100723	606764	Apr 17 2020
6391	SDHC		C0238198	Gastrointestinal stromal tumor	MONDO	MONDO:0011719	606764	Apr 17 2020
6392	SDHD		C1855008	Mitochondrial complex II deficiency	MONDO	MONDO:0009641	252011	Feb 16 2016
6392	SDHD		C0031511	Pheochromocytoma	Human Phenotype Ontology	HP:0002666	171300	Feb 16 2016
6392	SDHD		C1847319	Carney-Stratakis syndrome	MONDO	MONDO:0011740	606864	Apr 17 2020
6392	SDHD		C1868633	Paragangliomas 1	MONDO	MONDO:0008192	168000	Feb 16 2016
121214	SDR9C7		C4539772	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 13	OMIM	617574	617574	Jul 16 2017
121214	SDR9C7		C0020758	Congenital ichthyosis of skin	NCBI curation			Feb 16 2016
121214	SDR9C7		CN186176	Lamellar ichthyosis				Feb 16 2016
10484	SEC23A		C1843042	Craniolenticulosutural dysplasia	NCBI curation		607812	Feb 16 2016
10483	SEC23B		C4225179	Cowden syndrome 7	NCBI curation		616858	Feb 19 2019
10483	SEC23B		C1306589	Congenital dyserythropoietic anemia, type II			224100	Feb 16 2016
9871	SEC24D		C4225382	Cole-Carpenter syndrome 2	NCBI curation		616294	Sep 22 2016
22872	SEC31A		C5231442	NEURODEVELOPMENTAL DISORDER WITH SPASTIC QUADRIPLEGIA, OPTIC ATROPHY, SEIZURES, AND STRUCTURAL BRAIN ANOMALIES	OMIM	618651	618651	Nov  7 2019
29927	SEC61A1		C4310741	Hyperuricemic nephropathy, familial juvenile, 4	NCBI curation		617056	Aug 24 2016
11231	SEC63		C4310769	Polycystic liver disease 2	NCBI curation		617004	Aug 24 2016
79048	SECISBP2		C1864761	Thyroid hormone metabolism, abnormal	NCBI curation		609698	Feb 16 2016
8991	SELENBP1		C4748387	EXTRAORAL HALITOSIS DUE TO METHANETHIOL OXIDASE DEFICIENCY	OMIM	618148	618148	Oct 14 2018
85465	SELENOI		CN263276	SPASTIC PARAPLEGIA 81, AUTOSOMAL RECESSIVE	OMIM	618768	618768	Feb 16 2020
57190	SELENON		C0410180	Eichsfeld type congenital muscular dystrophy			602771	Feb 16 2016
57190	SELENON		C0270962	Multiminicore Disease	NCBI curation			Feb 16 2016
57190	SELENON		C0546264	Congenital myopathy with fiber type disproportion			255310	Feb 16 2016
10371	SEMA3A		C3554021	Hypogonadotropic hypogonadism 16 with or without anosmia	NCBI curation		614897	Feb 16 2016
9723	SEMA3E		C0342384	Hypogonadotropic hypogonadism 7 with or without anosmia	NCBI curation		146110	Mar  6 2016
9723	SEMA3E		C0265354	CHARGE association	NCBI curation		214800	Feb 16 2016
64218	SEMA4A		C1846529	Cone-rod dystrophy 10	NCBI curation		610283	Feb 16 2016
64218	SEMA4A		C1853214	Retinitis pigmentosa 35	NCBI curation		610282	Feb 16 2016
10501	SEMA6B		CN280919	EPILEPSY, PROGRESSIVE MYOCLONIC, 11	OMIM	618876	618876	May 14 2020
8482	SEMA7A		C3553633	John Milton Hagen blood group system	NCBI curation		614745	Feb 16 2016
51091	SEPSECS		C3151140	Pontocerebellar hypoplasia type 2D	NCBI curation		613811	Feb 16 2016
124404	SEPTIN12		C3553793	Spermatogenic failure 10	NCBI curation		614822	Feb 16 2016
10801	SEPTIN9		C1834304	Amyotrophy, hereditary neuralgic	NCBI curation		162100	May 26 2016
84947	SERAC1		C3553597	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	NCBI curation		614739	Feb 16 2016
5265	SERPINA1		C0221757	Alpha-1-antitrypsin deficiency	NCBI curation		613490	Feb 16 2016
866	SERPINA6		C1852529	Corticosteroid-binding globulin deficiency	NCBI curation		611489	Feb 16 2016
6906	SERPINA7		C1839141	Thyroxine-binding globulin deficiency	NCBI curation			Feb 16 2016
6906	SERPINA7		C4310821	Thyroxine-binding globulin quantitative trait locus	NCBI curation		300932	Jun 20 2017
5269	SERPINB6		C3150704	Deafness, autosomal recessive 91	NCBI curation		613453	Feb 16 2016
8710	SERPINB7		C3810072	Palmoplantar keratoderma, nagashima type	NCBI curation		615598	Feb 16 2016
5271	SERPINB8		C4310710	Peeling skin syndrome 5	NCBI curation		617115	Jun 20 2017
462	SERPINC1		C0272375	Antithrombin III deficiency	MONDO	MONDO:0013144	613118	Apr 17 2020
462	SERPINC1		C0272375	Antithrombin III deficiency	Human Phenotype Ontology	HP:0001976	613118	Apr 17 2020
3053	SERPIND1		C0398626	Heparin cofactor II deficiency			612356	Feb 16 2016
5054	SERPINE1		C2750067	Congenital plasminogen activator inhibitor type 1 deficiency	MONDO	MONDO:0013227	613329	Apr 17 2020
5176	SERPINF1		C3279564	Osteogenesis imperfecta, type VI	NCBI curation		613982	Sep 28 2016
5345	SERPINF2		C2752081	Alpha-2-plasmin inhibitor deficiency	MONDO	MONDO:0009883	262850	Apr 17 2020
710	SERPING1		C2717906	Hereditary angioedema type 1	NCBI curation		106100	Feb 16 2016
710	SERPING1		C2717906	Hereditary angioedema type 1	NCBI curation		106100	Feb 16 2016
710	SERPING1		C1852700	Complement component 4, partial deficiency of	NCBI curation		120790	Feb 16 2016
871	SERPINH1		C0729264	Preterm premature rupture of membranes	NCBI curation		610504	Feb 16 2016
871	SERPINH1		C3151211	Osteogenesis imperfecta type 10	NCBI curation		613848	Feb 16 2016
5274	SERPINI1		C1858680	Encephalopathy, familial, with neuroserpin inclusion bodies	NCBI curation		604218	May 26 2016
6418	SET		C4748195	MENTAL RETARDATION, AUTOSOMAL DOMINANT 58	OMIM	618106	618106	Sep  2 2018
26040	SETBP1		C4015141	Mental retardation, autosomal dominant 29	NCBI curation		616078	Feb 16 2016
26040	SETBP1		C0265227	Schinzel-Giedion syndrome	NCBI curation		269150	Feb 16 2016
9739	SETD1A		CN272918	EPILEPSY, EARLY-ONSET, WITH OR WITHOUT DEVELOPMENTAL DELAY	OMIM	618832	618832	Apr 10 2020
29072	SETD2		C4085873	Luscan-lumish syndrome	NCBI curation		616831	Oct 23 2016
55209	SETD5		C3810406	Mental retardation, autosomal dominant 23	NCBI curation		615761	Feb 16 2016
23064	SETX		C1865409	Amyotrophic lateral sclerosis type 4			602433	Feb 16 2016
23064	SETX		C1853761	Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 2	NCBI curation		606002	Jan  3 2020
23451	SF3B1		C3463824	Myelodysplastic syndrome	NCBI curation		614286	Feb 16 2016
10262	SF3B4		C0265245	Nager syndrome			154400	Feb 16 2016
6424	SFRP4		C0265294	Pyle metaphyseal dysplasia			265900	Feb 16 2016
729238	SFTPA2		C1800706	Idiopathic fibrosing alveolitis, chronic form			178500	Feb 16 2016
6439	SFTPB		C1968602	Surfactant metabolism dysfunction, pulmonary, 1	NCBI curation		265120	Feb 16 2016
6440	SFTPC		C1970470	Surfactant metabolism dysfunction, pulmonary, 2	NCBI curation		610913	Feb 16 2016
6440	SFTPC		C1800706	Idiopathic fibrosing alveolitis, chronic form			178500	Feb 16 2016
119559	SFXN4		C3810001	Combined oxidative phosphorylation deficiency 18	NCBI curation		615578	Feb 16 2016
6442	SGCA		C2936332	Autosomal recessive limb-girdle muscular dystrophy type 2D	MONDO	MONDO:0011968	608099	Apr 17 2020
6443	SGCB		C1858593	Autosomal recessive limb-girdle muscular dystrophy type 2E	MONDO	MONDO:0011423	604286	Apr 17 2020
6443	SGCB		C0686353	Limb-girdle muscular dystrophy	Human Phenotype Ontology	HP:0006785		Feb 16 2016
6443	SGCB		C0686353	Limb-girdle muscular dystrophy	Orphanet	ORPHA263		Feb 16 2016
6444	SGCD		C0686353	Limb-girdle muscular dystrophy	Human Phenotype Ontology	HP:0006785		Feb 16 2016
6444	SGCD		C0686353	Limb-girdle muscular dystrophy	Orphanet	ORPHA263		Feb 16 2016
6444	SGCD		C1832525	Autosomal recessive limb-girdle muscular dystrophy type 2F	MONDO	MONDO:0011028	601287	Apr 17 2020
6444	SGCD		C1847667	Dilated cardiomyopathy 1L	NCBI curation	C1847667	606685	Feb 16 2016
6444	SGCD		C0007193	Primary dilated cardiomyopathy	NCBI curation			Feb 16 2016
8910	SGCE		C1834570	Myoclonic dystonia			159900	Feb 16 2016
6445	SGCG		C0410173	Severe autosomal recessive muscular dystrophy of childhood - North African type			253700	Feb 16 2016
166929	SGMS2		C1852022	Doughnut lesions of skull, familial	NCBI curation		126550	Feb 16 2016
151648	SGO1		C4015474	Chronic atrial and intestinal dysrhythmia	NCBI curation		616201	Feb 16 2016
